resena_id,destino_id,visitante_id,calificacion,comentario,fecha_resena
1128,16,2258,5,Increíble experiencia,2024-07-04
1129,15,3911,3,Servicio excelente,2024-02-25
1130,15,1623,1,Recomendado,2024-01-16
1131,6,2978,5,Servicio excelente,2024-09-08
1132,12,1361,4,No volvería,2023-01-05
1133,2,3368,5,Servicio excelente,2024-10-09
1134,20,3270,5,Cultura fascinante,2023-01-04
1135,9,1210,5,Demasiado turístico,2024-11-11
1136,4,1931,2,No volvería,2023-11-12
1137,5,2607,2,Servicio excelente,2023-03-19
1138,8,1489,2,No volvería,2024-06-14
1139,10,1601,2,Increíble experiencia,2024-12-17
1140,7,1774,3,Asequible y hermoso,2023-12-21
1141,14,1878,5,No volvería,2023-02-02
1142,5,2488,3,Recomendado,2024-10-23
1143,16,1700,4,Perfecto para familias,2024-12-05
1144,15,3500,1,Recomendado,2023-05-19
1145,5,3461,3,Servicio excelente,2023-09-29
1146,3,2958,2,Asequible y hermoso,2023-07-15
1147,10,3524,2,Recomendado,2023-05-07
1148,5,1256,4,Perfecto para familias,2023-12-15
1149,15,2174,5,Cultura fascinante,2023-02-13
1150,18,3175,1,Cultura fascinante,2024-12-28
1151,8,1392,3,Asequible y hermoso,2023-09-01
1152,2,3528,5,Perfecto para familias,2023-01-09
1153,8,1993,5,Perfecto para familias,2024-12-12
1154,8,3971,3,Increíble experiencia,2023-03-20
1155,4,3450,3,"Buen lugar, pero caro",2023-07-09
1156,19,3322,3,No volvería,2023-03-27
1157,18,1845,3,Asequible y hermoso,2024-04-29
1158,1,1139,2,Demasiado turístico,2023-09-28
1159,20,1103,5,Increíble experiencia,2024-05-27
1160,15,2266,5,Cultura fascinante,2023-01-20
1161,18,2141,2,Increíble experiencia,2024-05-03
1162,12,2238,5,Servicio excelente,2023-05-10
1163,1,1484,3,No volvería,2024-10-04
1164,7,3577,1,Demasiado turístico,2023-01-07
1165,19,1224,5,Asequible y hermoso,2024-12-04
1166,1,2294,1,Servicio excelente,2023-11-06
1167,7,2849,1,"Buen lugar, pero caro",2024-09-18
1168,2,2885,2,Demasiado turístico,2024-04-17
1169,7,3162,4,Perfecto para familias,2023-04-12
1170,19,2465,5,Demasiado turístico,2023-12-04
1171,13,1644,2,Increíble experiencia,2023-11-15
1172,5,3699,2,Servicio excelente,2024-05-27
1173,19,2256,1,Increíble experiencia,2023-01-25
1174,1,1458,5,Perfecto para familias,2024-12-21
1175,1,3423,2,Cultura fascinante,2024-03-05
1176,18,2628,3,Increíble experiencia,2023-05-23
1177,1,1611,2,Demasiado turístico,2024-12-09
1178,5,1207,3,"Buen lugar, pero caro",2024-10-18
1179,9,2544,4,Demasiado turístico,2023-05-29
1180,12,2467,3,Demasiado turístico,2024-11-23
1181,9,1917,3,Servicio excelente,2023-02-24
1182,18,3369,1,Asequible y hermoso,2024-04-15
1183,11,3141,2,No volvería,2023-12-29
1184,1,2432,4,Demasiado turístico,2024-10-11
1185,19,2182,2,Demasiado turístico,2023-07-28
1186,10,3920,3,No volvería,2023-07-04
1187,2,3147,3,"Buen lugar, pero caro",2023-03-06
1188,7,3273,2,Servicio excelente,2024-07-02
1189,20,1852,4,Cultura fascinante,2023-04-22
1190,2,1441,4,Perfecto para familias,2023-09-20
1191,19,1720,1,Perfecto para familias,2023-03-17
1192,6,1585,3,Increíble experiencia,2023-10-23
1193,10,3015,3,Servicio excelente,2023-06-27
1194,9,1064,1,Cultura fascinante,2023-01-01
1195,8,1768,2,Perfecto para familias,2023-05-28
1196,11,1560,3,Asequible y hermoso,2024-11-01
1197,9,2734,2,Cultura fascinante,2024-10-23
1198,20,1670,4,Asequible y hermoso,2023-05-09
1199,20,2543,5,No volvería,2024-09-29
1200,9,2272,1,Recomendado,2024-05-27
1201,8,3416,3,Demasiado turístico,2024-09-20
1202,15,3792,1,"Buen lugar, pero caro",2024-05-16
1203,2,1618,4,Demasiado turístico,2023-05-29
1204,1,2995,4,Increíble experiencia,2023-09-26
1205,9,2122,4,Perfecto para familias,2024-12-01
1206,9,2292,4,Servicio excelente,2024-10-14
1207,13,2084,5,Increíble experiencia,2023-04-15
1208,8,3548,2,Cultura fascinante,2024-04-10
1209,5,3459,2,Servicio excelente,2023-10-08
1210,3,2164,5,Servicio excelente,2024-02-11
1211,4,2933,2,Cultura fascinante,2024-09-04
1212,17,2352,4,No volvería,2023-12-24
1213,16,1464,2,Demasiado turístico,2024-11-05
1214,16,3750,1,Increíble experiencia,2023-07-22
1215,20,2661,2,Demasiado turístico,2024-09-03
1216,3,2949,1,Asequible y hermoso,2023-10-08
1217,6,3211,3,Perfecto para familias,2023-09-14
1218,1,1060,1,Increíble experiencia,2023-04-04
1219,16,1333,1,Cultura fascinante,2023-11-20
1220,15,1076,4,Increíble experiencia,2023-12-28
1221,7,2779,4,Increíble experiencia,2024-10-23
1222,2,3365,4,Recomendado,2023-12-17
1223,10,1190,1,Cultura fascinante,2023-03-03
1224,15,2913,5,Cultura fascinante,2024-10-02
1225,6,1296,4,Demasiado turístico,2023-07-06
1226,2,3549,4,Perfecto para familias,2024-08-02
1227,17,1177,1,Cultura fascinante,2024-06-25
1228,1,1800,3,"Buen lugar, pero caro",2023-10-31
1229,1,1806,3,Cultura fascinante,2024-09-30
1230,4,3908,2,"Buen lugar, pero caro",2024-03-11
1231,20,2743,3,Perfecto para familias,2023-08-01
1232,16,1215,4,No volvería,2024-02-10
1233,8,2880,5,Increíble experiencia,2023-05-14
1234,1,3701,2,Perfecto para familias,2023-08-07
1235,19,1597,5,Demasiado turístico,2024-02-25
1236,11,2718,5,Increíble experiencia,2023-11-15
1237,17,2356,4,"Buen lugar, pero caro",2023-06-06
1238,10,1128,1,Servicio excelente,2023-07-07
1239,12,2293,1,Perfecto para familias,2024-04-20
1240,9,3599,1,Demasiado turístico,2023-06-11
1241,7,2559,3,"Buen lugar, pero caro",2023-05-09
1242,12,2778,1,Demasiado turístico,2023-10-31
1243,15,1619,4,Demasiado turístico,2023-03-30
1244,8,3396,3,Demasiado turístico,2023-06-11
1245,17,1142,1,Perfecto para familias,2023-02-05
1246,5,3840,5,Servicio excelente,2023-08-15
1247,14,1245,4,"Buen lugar, pero caro",2023-05-31
1248,2,3751,4,No volvería,2024-08-15
1249,16,2314,2,"Buen lugar, pero caro",2023-02-16
1250,17,2715,4,Cultura fascinante,2024-12-16
1251,3,2136,5,Increíble experiencia,2024-10-21
1252,1,3262,4,Servicio excelente,2023-08-19
1253,18,2910,2,Perfecto para familias,2024-06-22
1254,18,3248,4,Recomendado,2024-12-01
1255,4,3453,4,No volvería,2023-06-14
1256,15,1421,2,Increíble experiencia,2024-12-24
1257,19,1007,4,Recomendado,2024-08-09
1258,19,2549,3,Cultura fascinante,2024-08-26
1259,10,3640,4,"Buen lugar, pero caro",2024-07-27
1260,5,3334,1,"Buen lugar, pero caro",2023-03-07
1261,19,1671,1,Servicio excelente,2023-03-21
1262,11,3437,3,Perfecto para familias,2023-05-20
1263,7,1416,4,Perfecto para familias,2024-02-04
1264,5,3832,5,Increíble experiencia,2023-05-10
1265,20,2007,4,Asequible y hermoso,2024-03-21
1266,12,2737,1,Cultura fascinante,2023-01-29
1267,19,1428,2,Asequible y hermoso,2023-07-21
1268,15,1334,3,Demasiado turístico,2023-08-25
1269,12,3320,2,No volvería,2024-08-21
1270,4,3367,5,"Buen lugar, pero caro",2024-08-30
1271,12,1527,4,Increíble experiencia,2023-12-05
1272,18,3808,5,Asequible y hermoso,2024-02-03
1273,17,2196,2,Servicio excelente,2024-03-14
1274,19,2754,4,Perfecto para familias,2023-10-16
1275,16,2673,5,"Buen lugar, pero caro",2023-09-09
1276,11,3369,1,Increíble experiencia,2024-11-22
1277,2,3787,1,Recomendado,2023-04-10
1278,16,2556,3,No volvería,2024-08-07
1279,1,3029,1,Demasiado turístico,2024-02-26
1280,17,2655,1,Servicio excelente,2024-10-04
1281,18,1454,2,Cultura fascinante,2024-11-24
1282,13,1746,1,Servicio excelente,2024-12-06
1283,5,2904,1,Demasiado turístico,2023-01-18
1284,6,1929,2,Cultura fascinante,2024-04-15
1285,1,1848,1,Cultura fascinante,2024-09-29
1286,10,1868,1,Increíble experiencia,2024-12-23
1287,5,1774,3,Servicio excelente,2023-01-07
1288,1,3131,1,"Buen lugar, pero caro",2024-02-23
1289,11,1543,1,Demasiado turístico,2024-01-15
1290,7,1322,3,Perfecto para familias,2024-05-22
1291,18,1786,2,No volvería,2023-04-24
1292,20,1540,1,Increíble experiencia,2024-05-25
1293,10,3300,5,Increíble experiencia,2024-08-18
1294,15,3884,2,Recomendado,2024-09-05
1295,4,2789,2,Increíble experiencia,2024-04-13
1296,16,1449,1,Cultura fascinante,2023-04-03
1297,15,1490,3,Recomendado,2024-05-06
1298,15,2906,2,"Buen lugar, pero caro",2023-04-12
1299,12,1464,3,Asequible y hermoso,2024-05-07
1300,8,1314,5,No volvería,2024-06-19
1301,8,2956,3,No volvería,2024-04-29
1302,18,1385,4,"Buen lugar, pero caro",2024-04-23
1303,6,1295,3,"Buen lugar, pero caro",2023-06-16
1304,5,2239,2,Asequible y hermoso,2023-05-20
1305,2,1762,3,Perfecto para familias,2023-04-04
1306,12,3817,3,Servicio excelente,2023-06-30
1307,4,2099,4,No volvería,2024-07-29
1308,13,3392,4,Perfecto para familias,2023-01-04
1309,17,2738,1,Increíble experiencia,2024-08-28
1310,16,3190,2,"Buen lugar, pero caro",2024-01-24
1311,9,3766,1,Recomendado,2023-09-29
1312,1,2223,4,Perfecto para familias,2023-05-12
1313,15,2943,3,Perfecto para familias,2024-08-06
1314,12,3454,4,No volvería,2024-08-15
1315,5,1228,5,Recomendado,2024-05-26
1316,18,1411,3,Servicio excelente,2024-11-16
1317,20,4000,1,Increíble experiencia,2023-02-21
1318,2,3946,3,Asequible y hermoso,2023-10-17
1319,4,1691,5,Demasiado turístico,2024-03-21
1320,15,1878,4,No volvería,2023-08-25
1321,6,1787,2,Recomendado,2024-05-05
1322,12,3110,2,Cultura fascinante,2023-10-07
1323,18,2351,2,Servicio excelente,2023-02-13
1324,20,2740,4,Increíble experiencia,2023-12-25
1325,4,2987,2,Servicio excelente,2024-10-07
1326,1,1879,5,Demasiado turístico,2024-07-21
1327,15,2608,4,Increíble experiencia,2024-06-09
1328,18,2614,2,Demasiado turístico,2024-11-20
1329,14,3404,1,Perfecto para familias,2024-04-06
1330,3,1071,4,Demasiado turístico,2023-04-11
1331,15,3311,4,Servicio excelente,2024-11-22
1332,5,1306,3,Cultura fascinante,2024-04-05
1333,3,3606,2,Asequible y hermoso,2023-09-25
1334,7,1762,1,"Buen lugar, pero caro",2023-12-28
1335,6,1588,5,Cultura fascinante,2024-02-12
1336,1,3122,4,No volvería,2023-02-06
1337,19,3190,5,Cultura fascinante,2024-04-12
1338,7,2609,5,Demasiado turístico,2024-12-16
1339,4,1102,5,No volvería,2023-09-16
1340,12,2630,3,Cultura fascinante,2024-05-23
1341,20,2605,5,"Buen lugar, pero caro",2024-10-28
1342,18,1193,2,Servicio excelente,2023-11-05
1343,9,2086,2,Asequible y hermoso,2024-09-03
1344,19,3458,1,Demasiado turístico,2023-09-30
1345,4,1300,1,Increíble experiencia,2024-09-16
1346,1,1454,5,Recomendado,2023-04-20
1347,9,3622,5,Perfecto para familias,2024-10-16
1348,15,1619,3,Demasiado turístico,2024-11-09
1349,8,1637,5,Increíble experiencia,2023-09-17
1350,15,3349,5,Servicio excelente,2024-10-18
1351,15,1779,5,Perfecto para familias,2023-09-25
1352,18,2480,4,Recomendado,2023-02-01
1353,7,3250,4,Demasiado turístico,2023-06-26
1354,18,3722,3,Cultura fascinante,2023-04-14
1355,16,3350,3,Recomendado,2023-08-24
1356,2,3045,2,Demasiado turístico,2023-04-03
1357,4,2648,3,Demasiado turístico,2023-07-20
1358,20,1337,2,No volvería,2024-08-19
1359,16,3080,5,Servicio excelente,2023-02-04
1360,3,2995,3,Increíble experiencia,2023-04-27
1361,2,3008,3,Increíble experiencia,2024-11-18
1362,3,2783,3,Perfecto para familias,2024-04-02
1363,5,3821,2,Recomendado,2024-04-15
1364,2,2072,2,Servicio excelente,2024-02-03
1365,19,3032,1,Perfecto para familias,2024-08-19
1366,20,2274,2,Demasiado turístico,2023-04-27
1367,2,2250,2,Increíble experiencia,2023-12-28
1368,2,2296,4,"Buen lugar, pero caro",2023-07-23
1369,20,3713,3,No volvería,2023-05-26
1370,18,1328,2,Servicio excelente,2024-03-19
1371,20,1797,3,Perfecto para familias,2024-12-27
1372,14,2204,3,Perfecto para familias,2024-09-08
1373,15,3862,4,Servicio excelente,2023-10-24
1374,12,1665,3,Cultura fascinante,2024-08-03
1375,11,3794,2,"Buen lugar, pero caro",2024-05-01
1376,11,3978,3,Demasiado turístico,2023-08-19
1377,7,1963,1,Increíble experiencia,2023-07-22
1378,12,2630,1,Servicio excelente,2023-12-28
1379,16,2394,4,Recomendado,2024-01-30
1380,5,2269,2,"Buen lugar, pero caro",2023-09-05
1381,2,2184,4,No volvería,2024-03-15
1382,16,1373,1,No volvería,2024-01-31
1383,15,1285,2,Recomendado,2024-10-17
1384,11,3569,3,"Buen lugar, pero caro",2023-12-22
1385,6,3745,2,Perfecto para familias,2024-02-05
1386,13,1807,5,No volvería,2023-08-29
1387,19,1647,2,Perfecto para familias,2023-12-07
1388,10,2605,3,Cultura fascinante,2023-08-17
1389,19,3184,5,"Buen lugar, pero caro",2024-06-26
1390,5,1096,4,Servicio excelente,2024-09-12
1391,7,1274,2,Increíble experiencia,2024-06-22
1392,11,3926,4,Cultura fascinante,2024-11-02
1393,14,3898,2,Perfecto para familias,2024-06-12
1394,16,2201,1,"Buen lugar, pero caro",2023-09-24
1395,18,2773,1,Cultura fascinante,2023-05-09
1396,4,1784,3,Perfecto para familias,2023-08-08
1397,1,2301,1,Recomendado,2023-03-23
1398,15,1132,5,Demasiado turístico,2024-07-14
1399,14,2391,5,No volvería,2024-07-06
1400,19,3421,2,Asequible y hermoso,2023-01-20
1401,5,2150,4,Cultura fascinante,2023-11-23
1402,4,2811,5,Increíble experiencia,2023-02-06
1403,13,3031,2,"Buen lugar, pero caro",2024-01-17
1404,18,1808,4,Cultura fascinante,2023-02-08
1405,12,1744,1,Demasiado turístico,2023-04-19
1406,15,1051,2,Servicio excelente,2024-03-04
1407,9,2182,4,"Buen lugar, pero caro",2023-03-05
1408,4,1056,3,Cultura fascinante,2023-06-24
1409,5,1744,3,Asequible y hermoso,2023-02-01
1410,9,3476,5,Increíble experiencia,2024-12-21
1411,13,1443,4,No volvería,2024-06-14
1412,10,2935,3,"Buen lugar, pero caro",2023-04-16
1413,16,3374,5,Demasiado turístico,2024-04-26
1414,13,3688,2,Servicio excelente,2023-07-25
1415,4,2662,2,Asequible y hermoso,2023-09-04
1416,13,3877,4,No volvería,2024-11-09
1417,8,1080,4,Perfecto para familias,2023-03-30
1418,13,3522,4,Increíble experiencia,2023-11-12
1419,15,1377,4,No volvería,2023-01-11
1420,20,3967,3,Recomendado,2023-02-18
1421,20,3381,3,Servicio excelente,2024-07-26
1422,13,1441,5,Asequible y hermoso,2023-06-20
1423,5,1126,3,No volvería,2023-05-23
1424,6,2718,2,Recomendado,2023-07-26
1425,5,1219,5,No volvería,2024-04-07
1426,13,1948,3,Cultura fascinante,2024-05-23
1427,5,1278,4,Perfecto para familias,2023-07-20
1428,13,1595,3,Increíble experiencia,2023-01-05
1429,20,1935,1,Perfecto para familias,2023-07-30
1430,8,3019,5,Cultura fascinante,2023-01-29
1431,9,1141,3,No volvería,2023-07-09
1432,19,3894,3,"Buen lugar, pero caro",2023-07-07
1433,20,2631,2,Recomendado,2023-05-30
1434,15,1877,4,Servicio excelente,2024-06-08
1435,10,2730,4,Demasiado turístico,2024-01-01
1436,11,1110,2,Recomendado,2023-06-06
1437,5,2076,2,Perfecto para familias,2023-03-21
1438,9,3661,1,Recomendado,2023-09-30
1439,11,3761,5,No volvería,2024-10-21
1440,19,2994,4,Cultura fascinante,2024-12-18
1441,2,2223,2,Recomendado,2024-09-17
1442,6,1796,2,Recomendado,2024-06-01
1443,1,3030,5,Cultura fascinante,2023-08-20
1444,3,1729,2,Demasiado turístico,2024-10-10
1445,3,3553,1,Demasiado turístico,2023-06-09
1446,14,2538,5,"Buen lugar, pero caro",2023-12-10
1447,20,2041,1,Demasiado turístico,2023-10-16
1448,5,1315,3,Recomendado,2023-07-24
1449,17,1077,4,Demasiado turístico,2023-11-01
1450,15,3947,2,No volvería,2023-12-26
1451,6,2641,5,Cultura fascinante,2024-10-31
1452,14,1712,1,Cultura fascinante,2024-02-04
1453,14,2538,4,Asequible y hermoso,2024-03-24
1454,17,2868,4,Recomendado,2023-04-16
1455,8,1854,2,Asequible y hermoso,2023-03-23
1456,8,2162,4,Asequible y hermoso,2023-12-08
1457,19,2598,2,Recomendado,2024-02-25
1458,9,3757,3,No volvería,2023-02-18
1459,11,2913,2,"Buen lugar, pero caro",2023-07-25
1460,13,1265,1,Increíble experiencia,2023-08-06
1461,13,1333,4,"Buen lugar, pero caro",2024-11-06
1462,19,3236,4,Demasiado turístico,2024-03-11
1463,19,2087,4,Perfecto para familias,2023-11-18
1464,5,1820,2,Servicio excelente,2023-08-19
1465,16,2303,5,Recomendado,2024-12-11
1466,9,2566,2,"Buen lugar, pero caro",2024-05-01
1467,20,2195,1,No volvería,2024-03-04
1468,3,2527,2,"Buen lugar, pero caro",2024-12-26
1469,19,1299,4,Demasiado turístico,2023-10-11
1470,5,3249,3,Asequible y hermoso,2024-04-30
1471,8,2159,1,Cultura fascinante,2023-10-03
1472,14,1272,3,Perfecto para familias,2024-03-08
1473,3,1535,1,"Buen lugar, pero caro",2023-07-04
1474,13,3079,1,No volvería,2024-12-22
1475,11,2145,4,Increíble experiencia,2024-09-24
1476,8,1069,2,"Buen lugar, pero caro",2023-08-04
1477,19,3931,4,No volvería,2023-04-07
1478,10,1827,4,Asequible y hermoso,2023-04-29
1479,18,3972,4,No volvería,2023-12-31
1480,18,2170,3,No volvería,2024-02-07
1481,7,1984,1,"Buen lugar, pero caro",2024-09-09
1482,16,1481,5,Servicio excelente,2024-02-01
1483,6,3341,2,Cultura fascinante,2024-04-02
1484,16,3016,4,Cultura fascinante,2023-11-14
1485,16,2453,1,Perfecto para familias,2024-01-17
1486,1,3134,2,Recomendado,2023-05-22
1487,19,2040,5,Asequible y hermoso,2024-04-01
1488,3,3776,5,Servicio excelente,2024-05-15
1489,6,1628,4,Cultura fascinante,2023-11-19
1490,4,1118,5,Demasiado turístico,2023-09-25
1491,4,3318,5,Cultura fascinante,2024-05-01
1492,4,3903,2,No volvería,2024-11-09
1493,10,1162,2,Asequible y hermoso,2023-06-09
1494,9,3748,4,Perfecto para familias,2023-01-14
1495,8,2677,1,"Buen lugar, pero caro",2024-12-05
1496,19,1167,4,Cultura fascinante,2023-06-04
1497,17,1300,3,Recomendado,2023-04-11
1498,17,3076,5,Perfecto para familias,2024-07-25
1499,1,1562,1,Cultura fascinante,2023-02-12
1500,20,3931,2,Servicio excelente,2023-07-12
1501,14,3204,3,Servicio excelente,2023-11-07
1502,20,2348,3,Perfecto para familias,2024-09-12
1503,11,2145,5,"Buen lugar, pero caro",2024-08-27
1504,3,3700,2,Demasiado turístico,2024-12-28
1505,8,2552,1,Demasiado turístico,2024-04-09
1506,10,3869,2,Cultura fascinante,2023-06-12
1507,17,1561,5,Cultura fascinante,2023-12-17
1508,8,2188,3,Perfecto para familias,2023-08-22
1509,1,2690,5,Increíble experiencia,2024-02-07
1510,20,1312,4,No volvería,2023-12-17
1511,7,3424,3,No volvería,2023-06-16
1512,9,2370,5,Recomendado,2023-05-28
1513,12,3198,1,Cultura fascinante,2023-01-28
1514,9,2912,1,Recomendado,2023-09-16
1515,20,3633,1,Perfecto para familias,2024-08-20
1516,3,1581,4,"Buen lugar, pero caro",2024-09-11
1517,4,1977,2,Asequible y hermoso,2024-03-17
1518,10,1177,1,Asequible y hermoso,2024-09-20
1519,4,3402,4,Cultura fascinante,2024-06-10
1520,9,1514,1,Cultura fascinante,2023-07-30
1521,1,3357,4,Increíble experiencia,2024-06-26
1522,5,1119,1,Perfecto para familias,2024-03-20
1523,9,2543,2,"Buen lugar, pero caro",2024-03-28
1524,5,1767,5,Perfecto para familias,2024-11-27
1525,6,1973,1,Servicio excelente,2024-02-08
1526,19,1916,5,No volvería,2023-03-07
1527,8,3526,1,Cultura fascinante,2024-02-09
1528,10,2438,2,Increíble experiencia,2024-07-28
1529,11,1587,5,Cultura fascinante,2024-03-10
1530,13,1351,4,Asequible y hermoso,2023-08-16
1531,20,2530,1,Cultura fascinante,2024-04-20
1532,4,3243,1,Asequible y hermoso,2024-04-12
1533,11,2474,4,Recomendado,2023-04-11
1534,12,1496,2,Cultura fascinante,2024-02-27
1535,5,3563,3,Perfecto para familias,2023-12-22
1536,10,3744,1,Perfecto para familias,2023-05-19
1537,7,2871,4,Demasiado turístico,2024-09-22
1538,9,1273,3,Asequible y hermoso,2024-07-22
1539,9,3928,1,Servicio excelente,2023-05-11
1540,10,3100,5,Demasiado turístico,2024-07-02
1541,10,1263,4,Recomendado,2024-04-12
1542,2,3181,5,Perfecto para familias,2024-04-24
1543,4,3358,2,Servicio excelente,2023-04-21
1544,8,2597,3,"Buen lugar, pero caro",2023-06-02
1545,14,3064,4,Increíble experiencia,2023-08-30
1546,17,2765,1,Cultura fascinante,2024-12-20
1547,13,1195,1,Cultura fascinante,2024-11-12
1548,18,2787,3,"Buen lugar, pero caro",2023-10-06
1549,18,2467,5,Cultura fascinante,2023-12-29
1550,13,3351,5,Perfecto para familias,2024-09-16
1551,8,2072,4,"Buen lugar, pero caro",2024-02-12
1552,12,2771,4,Demasiado turístico,2023-06-24
1553,1,2145,5,Demasiado turístico,2024-08-23
1554,20,2523,4,Recomendado,2023-05-15
1555,18,1832,5,Increíble experiencia,2024-05-20
1556,3,1562,3,No volvería,2023-10-21
1557,12,1041,4,"Buen lugar, pero caro",2024-05-09
1558,19,2480,5,No volvería,2024-02-23
1559,13,3582,4,Cultura fascinante,2023-07-25
1560,10,1371,1,"Buen lugar, pero caro",2023-11-14
1561,15,2206,1,Increíble experiencia,2023-03-14
1562,20,3565,2,Recomendado,2023-09-16
1563,2,1657,5,Demasiado turístico,2023-12-24
1564,19,1590,2,Asequible y hermoso,2023-05-28
1565,3,1231,5,Asequible y hermoso,2023-08-13
1566,14,1809,4,Demasiado turístico,2023-04-15
1567,7,2372,5,Cultura fascinante,2024-07-09
1568,8,1479,1,Recomendado,2023-12-22
1569,11,2233,4,Recomendado,2024-06-21
1570,20,3723,1,Cultura fascinante,2023-09-18
1571,6,3326,4,Demasiado turístico,2024-07-24
1572,11,2773,5,Perfecto para familias,2024-07-26
1573,17,3101,5,No volvería,2023-03-11
1574,10,2885,1,Asequible y hermoso,2024-03-22
1575,17,2034,3,Servicio excelente,2024-03-22
1576,2,2763,5,Asequible y hermoso,2023-09-14
1577,6,1748,3,Cultura fascinante,2024-09-28
1578,5,1464,4,Increíble experiencia,2024-06-14
1579,4,1754,3,Asequible y hermoso,2023-04-29
1580,2,2841,1,"Buen lugar, pero caro",2023-03-07
1581,12,1583,2,Recomendado,2023-09-02
1582,3,3206,2,Asequible y hermoso,2023-02-26
1583,6,1019,1,"Buen lugar, pero caro",2023-02-13
1584,14,1055,2,No volvería,2024-06-07
1585,8,2751,1,Asequible y hermoso,2024-02-28
1586,14,1721,5,Perfecto para familias,2024-06-19
1587,3,3809,3,Asequible y hermoso,2024-01-30
1588,16,2564,2,Asequible y hermoso,2024-03-25
1589,15,3856,5,Cultura fascinante,2023-09-14
1590,7,3771,2,Servicio excelente,2023-12-27
1591,15,3333,4,Perfecto para familias,2024-08-28
1592,13,2556,1,Asequible y hermoso,2024-01-15
1593,6,3559,1,Asequible y hermoso,2024-03-18
1594,15,2420,5,Asequible y hermoso,2024-06-17
1595,17,3168,4,"Buen lugar, pero caro",2024-04-18
1596,4,3145,3,No volvería,2023-06-06
1597,14,3168,4,Increíble experiencia,2023-03-30
1598,15,2561,4,Increíble experiencia,2023-07-21
1599,12,2177,3,Increíble experiencia,2024-04-06
1600,19,2269,3,Demasiado turístico,2024-04-25
1601,10,2796,4,Increíble experiencia,2024-12-09
1602,6,3441,2,Asequible y hermoso,2024-07-10
1603,9,2167,2,"Buen lugar, pero caro",2024-03-29
1604,2,3842,4,Asequible y hermoso,2024-04-14
1605,4,2871,2,Asequible y hermoso,2024-01-15
1606,9,3268,3,Recomendado,2024-02-05
1607,15,3887,3,Cultura fascinante,2023-03-20
1608,13,1160,2,No volvería,2024-07-04
1609,20,3659,3,Demasiado turístico,2024-01-21
1610,8,1639,1,No volvería,2024-10-28
1611,19,2056,3,Increíble experiencia,2024-10-22
1612,19,3825,4,Asequible y hermoso,2023-12-09
1613,16,1334,5,Perfecto para familias,2024-03-20
1614,11,1892,2,Servicio excelente,2023-02-21
1615,10,3988,2,Servicio excelente,2023-09-08
1616,8,3017,3,Cultura fascinante,2024-10-20
1617,1,1352,3,Demasiado turístico,2023-11-25
1618,10,2363,5,"Buen lugar, pero caro",2024-05-08
1619,18,1926,5,Cultura fascinante,2023-12-16
1620,3,2424,4,Recomendado,2024-04-03
1621,11,3444,1,Asequible y hermoso,2024-05-12
1622,18,3578,4,Demasiado turístico,2023-05-05
1623,3,3406,2,Asequible y hermoso,2023-07-23
1624,8,2420,3,Perfecto para familias,2024-10-04
1625,14,3876,4,No volvería,2023-01-21
1626,6,1060,3,"Buen lugar, pero caro",2024-08-12
1627,15,3525,3,Servicio excelente,2024-07-16
1628,14,3660,4,Demasiado turístico,2023-12-28
1629,7,1001,4,Demasiado turístico,2023-12-27
1630,10,2579,5,No volvería,2023-04-26
1631,15,1311,1,Perfecto para familias,2023-02-24
1632,10,3216,5,Asequible y hermoso,2023-10-19
1633,17,3240,1,"Buen lugar, pero caro",2023-02-20
1634,19,1708,4,No volvería,2023-09-11
1635,17,2182,1,No volvería,2024-05-06
1636,12,2781,2,No volvería,2024-07-26
1637,15,2524,5,Demasiado turístico,2023-08-13
1638,12,3414,5,Demasiado turístico,2024-04-13
1639,9,2364,5,Demasiado turístico,2023-04-13
1640,5,1858,3,Demasiado turístico,2023-02-17
1641,4,3375,3,"Buen lugar, pero caro",2023-12-08
1642,12,3162,4,Perfecto para familias,2023-08-21
1643,16,3845,4,"Buen lugar, pero caro",2024-08-04
1644,9,1919,3,Perfecto para familias,2024-07-12
1645,3,1609,5,Asequible y hermoso,2023-08-16
1646,3,1309,3,Recomendado,2024-06-05
1647,18,3449,1,Asequible y hermoso,2024-11-27
1648,17,2344,5,Perfecto para familias,2024-08-14
1649,10,1212,3,No volvería,2023-01-13
1650,2,3365,4,Servicio excelente,2024-05-13
1651,11,1185,3,Cultura fascinante,2024-03-20
1652,3,2229,2,Demasiado turístico,2023-12-06
1653,2,2388,3,Increíble experiencia,2023-11-20
1654,9,2240,5,Servicio excelente,2024-08-18
1655,19,1246,3,Servicio excelente,2024-08-20
1656,2,1239,4,Asequible y hermoso,2023-06-06
1657,19,2829,1,Demasiado turístico,2024-10-17
1658,2,2415,2,Recomendado,2024-07-28
1659,15,1520,5,Perfecto para familias,2024-03-06
1660,3,2614,4,Demasiado turístico,2024-07-08
1661,5,1277,2,Increíble experiencia,2024-02-11
1662,11,2006,3,Increíble experiencia,2023-06-07
1663,7,3250,2,Perfecto para familias,2023-07-04
1664,6,1214,1,Servicio excelente,2024-05-05
1665,14,1606,2,Demasiado turístico,2024-06-19
1666,1,1478,2,Increíble experiencia,2023-12-23
1667,17,1508,3,Perfecto para familias,2024-12-17
1668,17,2099,3,Cultura fascinante,2023-12-28
1669,14,3717,5,Cultura fascinante,2023-08-12
